TemplateId,Name,FuncType,Desc,FuncDesc,Icon,FuncIcon,Type,Class,MaxLevel,CanOpenManageOutTaiwu,Width,Color,BaseBuildCost,RemoveGetResourcePercent,MoveBuildCostResourceRate,CollectResourcePercent,BuildingCoreItem,DependBuildings,ExpandBuildings,RequireLifeSkillType,RequireCombatSkillType,RequirePersonalityType,LeaderName,MemberName,RecruitLifeSkillsAdjust,RecruitCombatSkillsAdjust,OperationTotalProgress,MaxDurability,BaseMaintenanceCost,BaseRepairCost,MustMaintenance,IsUnique,DestoryType,AddReadingLifeSkillBookEfficiency,ReduceCombatSkillCost,AddCombatSkillBreakout,AddLifeSkillAttainment,AddReadingLifeSkillBookFlash,CanMakeItem,UpgradeMakeItem,ReduceMakeRequirementLifeSkillType,VillagerRoleTemplateIds,IsShop,NeedLeader,NeedShopProgress,IsCollectResourceBuilding,ShowResourceStoreLocation,ShowItemStoreLocation,ShowItemLocationAsResourceLocation,MaxProduceValue,RequireCulture,RequireSafety,SuccesEvent,FailEvent,IdleEvent,SpecialEvent,MerchantId,ExpandInfos,EffectDesc,BelongOrganization,BuildingAreaLevelBack,BuildingAreaLevelInfoBackendPattern,ArtisanOrderAvailable,AvailableOnLoading,AvailableOrganization,ApprovingRate
146,林场,Material,林场规划于林木繁茂之地，用于保护林区，管理伐木作业，同时也会对珍稀的树种进行栽培和护理。,"<color=#pinkyellow>以「盘山水龙」为心材，建造在「木工房」旁边的扩展建筑，需与「树林」相邻，需派遣村民经营。
可收获「制木」用的藤竹材料。
可派遣匠人作为主事，带领伙计经营并研习「制木」。</color>",SectSpecial/2808_linchang,Func_GetBetterItem,Building,Woodworking,1,False,1,4c6b5d,[0; 20000; 10000; 0; 5000; 0; 0; 7500],50,50,[0; 0; 0; 0; 0; 0; 0],180,[139; 3],[],7,-1,4,主事,伙计,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],10,[ResourceInfo{ResourceType: 1; ResourceCount: 100}],5000,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[1],True,True,True,False,True,True,False,1600,0,0,[102],[107],-1,[],-1,[234],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
147,幽冥窑,Make,一种用于烘干木材的石窑。因其特殊的结构，窑火似有似无，窑中寒凉如冬，故称幽冥窑。经其烘制的木材不湿不燥，经久不坏。,"<color=#pinkyellow>以「银骨冷烟煤」为心材，建造在「木工房」旁边的扩展建筑。
可使其相邻的「木工房」制造出品质更好的木质器具。</color>",SectSpecial/2809_youmingyao,Func_MakeBetterItem,Building,Woodworking,1,False,1,4c6b5d,[0; 55000; 15000; 0; 10000; 0; 0; 35000],50,50,[0; 0; 0; 0; 0; 0; 0],181,[139],[],7,-1,-1,,,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],10,[ResourceInfo{ResourceType: 1; ResourceCount: 200}],15000,False,True,0,-1,-1,-1,-1,-1,False,True,-1,,False,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,,,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
148,神木林,Make,以神木的树根结起的古老阵法。世间草木，只要置于神木林中，其性自显：阴阳五行，生灭变化，一览无余。,"<color=#pinkyellow>以「神木根」为心材，建造在「木工房」旁边的扩展建筑，需与「太始林」相邻。
使用依赖的「木工房」进行制造、修理、精制、代制木质器具时，可降低对「制木」造诣的要求。</color>",SectSpecial/2810_shenmulin,Func_ReduceRequirement,Building,Woodworking,1,False,1,4c6b5d,[0; 25000; 7500; 0; 2500; 0; 25000; 15000],50,50,[0; 0; 0; 0; 0; 0; 0],182,[139; 14],[],7,-1,-1,,,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],10,[ResourceInfo{ResourceType: 1; ResourceCount: 100}],5000,False,True,0,-1,-1,-1,-1,-1,False,False,7,,False,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[219],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
149,药房,Reading,使用碾轧、水飞、炒煮、浓缩等方法炮制各种药材，并制作成可以疗伤的膏脂和丹药的房间。,"<color=#pinkyellow>可制造丹药。
可提高此定居点影响范围内的人物在研读「医术」书籍时的效率。
多个药房的效果不会叠加。
可派遣大夫作为掌柜，带领门生研习「医术」。</color>",SectSpecial/1017_yaofang,,Building,Medicine,1,True,2,,[0; 0; 0; 0; 500; 2500; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[],[150; 151; 152; 153; 154; 155; 156; 157; 158],8,-1,0,掌柜,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[500; 500],20,[ResourceInfo{ResourceType: 5; ResourceCount: 10}],250,False,False,0,8,-1,-1,-1,-1,True,False,-1,[2],True,True,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[125],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],True,0,[],0
150,熟药铺,Money,按照药方配制和贩卖药品的店铺。除了抓药售药，熟药铺也有大夫可以为病患进行现场诊疗、推拿、施针等，是综合性很强的医馆。,"<color=#pinkyellow>建造在「药房」旁边的扩展建筑，需派遣村民经营。
以贩卖丹药赚取「银钱」为主。
可派遣大夫作为掌柜，带领门生研习「医术」。</color>",SectSpecial/2902_shuyaopu,Func_GetMoney1,Building,Medicine,1,False,1,698455,[0; 0; 0; 1000; 1500; 2500; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[149],[],8,-1,0,掌柜,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[500; 500],10,[ResourceInfo{ResourceType: 5; ResourceCount: 20}],500,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[2],True,True,True,False,True,True,True,800,0,-50,[108],[113],-1,[],-1,[137],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
151,药师馆,People,药师馆是实验和研制新药的会馆，设有数十名药童，同时也是有名望的医师们进行会诊和讨论医术的地方。,"<color=#pinkyellow>以「红木药柜」为心材，建造在「药房」旁边的扩展建筑，需派遣村民经营。
可发现在「医术」方面具备卓越资质的人才。此建筑人物总「医术」造诣越高，可招募到的人才的资质就越高。
可派遣大夫作为掌柜，带领门生研习「医术」。</color>",SectSpecial/2903_yaoshiguan,Func_GetVillager,Building,Medicine,1,False,1,698455,[0; 0; 0; 1500; 2500; 5000; 5000; 2500],50,50,[0; 0; 0; 0; 0; 0; 0],183,[149],[],8,-1,0,掌柜,门生,[-1; -1; -1; -1; -1; -1; -1; -1; 12; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[750; 750],10,[ResourceInfo{ResourceType: 7; ResourceCount: 50}],2500,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[2],True,True,True,False,False,False,False,4800,0,0,[109],[114],-1,[],-1,[176],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
152,病坊,Authority,病坊是收容和救济那些贫苦无依又身患疾病之人的义坊。不仅赠医施药，还设有病房厨舍，提供简易的食宿。,"<color=#pinkyellow>建造在「药房」旁边的扩展建筑，需派遣村民经营。
以贩卖丹药获取「威望」为主。
可派遣大夫作为掌柜，带领门生研习「医术」。</color>",SectSpecial/2904_bingfang,Func_GetAuthority1,Building,Medicine,1,False,1,698455,[0; 0; 0; 500; 1500; 5000; 15000; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[149],[],8,-1,0,掌柜,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[750; 750],10,[ResourceInfo{ResourceType: 5; ResourceCount: 100}],1000,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[2],True,True,True,False,False,False,False,1600,0,-50,[110],[115],-1,[],-1,[164],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
153,兽医馆,Qualification,替家畜和野生动物疗伤祛疾的医馆。兽医馆虽不起眼，但医理有时相通，许多高明的医术都经历过于此处诞生、验证乃至最终用于病人的过程。,"<color=#pinkyellow>建造在「药房」旁边的扩展建筑，需与「兽群」相邻。
可提高此定居点影响范围内的人物在研读「医术」时资质增长的几率。</color>",SectSpecial/2905_shouyiguan,Func_LiveSkill8,Building,Medicine,1,False,1,698455,[0; 0; 0; 1000; 2000; 5000; 0; 1000],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[149; 10],[],8,-1,-1,,,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[750; 750],10,[ResourceInfo{ResourceType: 5; ResourceCount: 20}],500,False,True,0,-1,-1,-1,-1,8,False,False,-1,,False,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[194],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
154,银盖冰棺,Attainment,钻研医术之时，病患样本尤为重要。然而肉身易坏，所以建此冰棺保存死者遗体，可以经年不腐，妙用无穷。,"<color=#pinkyellow>以「寒玉冰棺」为心材，建造在「药房」旁边的扩展建筑，需与「玄冰」相邻。
可增加此定居点影响范围内人物的「医术」造诣。</color>",SectSpecial/2906_yingaibingguan,Func_LiveSkill8,Building,Medicine,1,False,1,698455,[0; 0; 0; 2500; 5000; 12500; 0; 5000],50,50,[0; 0; 0; 0; 0; 0; 0],184,[149; 20],[],8,-1,-1,,,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[750; 750],10,[ResourceInfo{ResourceType: 5; ResourceCount: 100}],2500,False,True,0,-1,-1,-1,8,-1,False,False,-1,,False,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[210],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
155,药圃,Material,仿照野生草药的生息环境而建设的草药种植园地。园地的构成十分讲究，需要根据草药的“阴阳、寒热、五味”来进行规划。,"<color=#pinkyellow>以「四时定光珠」为心材，建造在「药房」旁边的扩展建筑，需与「草药」相邻，需派遣村民经营。
可收获「医术」用的阳性药材。
可派遣大夫作为掌柜，带领门生研习「医术」。</color>",SectSpecial/2907_yaopu,Func_GetMoreItem,Building,Medicine,1,False,1,698455,[0; 0; 0; 5000; 10000; 20000; 0; 7500],50,50,[0; 0; 0; 0; 0; 0; 0],185,[149; 5],[],8,-1,0,掌柜,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],10,[ResourceInfo{ResourceType: 5; ResourceCount: 100}],5000,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[2],True,True,True,False,True,True,False,1600,0,0,[111],[116],-1,[],-1,[239],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
156,养药室,Material,罕见稀有的药材，常与特异之物互有伴生关系。所谓“养药”，就是以特异之物与药材共养，以达到培育和繁殖的目的。,"<color=#pinkyellow>以「通元百窍石」为心材，建造在「药房」旁边的扩展建筑，需与「草药」相邻，需派遣村民经营。
可收获「医术」用的阴性药材。
可派遣大夫作为掌柜，带领门生研习「医术」。</color>",SectSpecial/2908_yangyaoshi,Func_GetBetterItem,Building,Medicine,1,False,1,698455,[0; 0; 0; 5000; 10000; 20000; 0; 7500],50,50,[0; 0; 0; 0; 0; 0; 0],186,[149; 5],[],8,-1,0,掌柜,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],10,[ResourceInfo{ResourceType: 5; ResourceCount: 100}],5000,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[2],True,True,True,False,True,True,False,1600,0,0,[112],[117],-1,[],-1,[240],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
157,水火青炉,Make,水火青炉中的炉火可以根据药石的性质自行变化文武强弱。其功效之巧妙，非人力可以相比。使之煎煮汤药，火候便可分毫不差。,"<color=#pinkyellow>以「水火无烟炭」为心材，建造在「药房」旁边的扩展建筑。
可使其相邻的「药房」制造出品质更好的丹药。</color>",SectSpecial/2909_shuihuoqinglu,Func_MakeBetterItem,Building,Medicine,1,False,1,698455,[0; 0; 0; 10000; 15000; 55000; 0; 35000],50,50,[0; 0; 0; 0; 0; 0; 0],187,[149],[],8,-1,-1,,,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],10,[ResourceInfo{ResourceType: 5; ResourceCount: 200}],15000,False,True,0,-1,-1,-1,-1,-1,False,True,-1,,False,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,,,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
158,神农涧,Make,因为这神农涧是天地间最具灵性生机之地，所以无论任何草木，在移植神农涧后，即便不能生长，却也可以不死。,"<color=#pinkyellow>以「神农血」为心材，建造在「药房」旁边的扩展建筑，需与「长春涧」相邻。
使用依赖的「药房」进行制药、代制时，可降低对「医术」造诣的要求。</color>",SectSpecial/2910_shennongjian,Func_ReduceRequirement,Building,Medicine,1,False,1,698455,[0; 0; 0; 2500; 7500; 25000; 25000; 15000],50,50,[0; 0; 0; 0; 0; 0; 0],188,[149; 15],[],8,-1,-1,,,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],10,[ResourceInfo{ResourceType: 5; ResourceCount: 100}],5000,False,True,0,-1,-1,-1,-1,-1,False,False,8,,False,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[220],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
159,幽室,Reading,幽室建于幽深阴冷的地下。室内设有配制毒药的器具，育有剧毒的蛇虫和草木，空气不能流通，而且最忌强光。,"<color=#pinkyellow>可制造毒药、给物品淬毒。
可提高此定居点影响范围内的人物在研读「毒术」书籍时的效率。
多个幽室的效果不会叠加。
可派遣大夫作为掌柜，带领门生研习「毒术」。</color>",SectSpecial/1018_youshi,,Building,Toxicology,1,True,2,,[500; 0; 0; 0; 0; 2500; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[],[160; 161; 162; 163; 164; 165; 166; 167; 168],9,-1,0,掌柜,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[500; 500],20,[ResourceInfo{ResourceType: 5; ResourceCount: 10}],250,False,False,0,9,-1,-1,-1,-1,True,False,-1,[2],True,True,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[126],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],True,0,[],0
160,毒市,Money,毒市贩卖如砒霜一类杀鼠灭害的普通毒药，并有详尽的买卖记录。然而寻常之人有所不知，这里也会隐秘地出售其它伤人害命的可怕毒物。,"<color=#pinkyellow>建造在「幽室」旁边的扩展建筑，需派遣村民经营。
以贩卖毒药赚取「银钱」为主。
可派遣大夫作为掌柜，带领门生研习「毒术」。</color>",SectSpecial/3002_dushi,Func_GetMoney1,Building,Toxicology,1,False,1,6b6c9e,[1500; 0; 1000; 0; 0; 2500; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[159],[],9,-1,0,掌柜,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[500; 500],10,[ResourceInfo{ResourceType: 5; ResourceCount: 20}],500,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[2],True,True,True,False,True,True,True,800,0,-50,[118],[123],-1,[],-1,[138],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
161,暗牢,People,监禁，折磨罪人的地牢。暗牢的存在，众所周知，却不是什么隐秘事物。大奸大恶之人，东窗事发之后，往往便要来此地走上一遭。,"<color=#pinkyellow>以「刑戮架」为心材，建造在「幽室」旁边的扩展建筑，需派遣村民经营。
可发现在「毒术」方面具备卓越资质的人才。此建筑人物总「毒术」造诣越高，可招募到的人才的资质就越高。
可派遣大夫作为掌柜，带领门生研习「毒术」。</color>",SectSpecial/3003_anlao,Func_GetVillager,Building,Toxicology,1,False,1,6b6c9e,[2500; 0; 1500; 0; 0; 5000; 5000; 2500],50,50,[0; 0; 0; 0; 0; 0; 0],189,[159],[],9,-1,0,掌柜,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; 12; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[750; 750],10,[ResourceInfo{ResourceType: 7; ResourceCount: 50}],2500,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[2],True,True,True,False,False,False,False,4800,0,0,[119],[124],-1,[],-1,[177],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
162,密医,Authority,行为怪癖，医术诡异，不循常理，更不为世人所敬仰之医师，便是密医。密医以疑难怪症为乐，却不以救人性命为然。,"<color=#pinkyellow>建造在「幽室」旁边的扩展建筑，需派遣村民经营。
以贩卖毒药获取「威望」为主。
可派遣大夫作为掌柜，带领门生研习「毒术」。</color>",SectSpecial/3004_miyi,Func_GetAuthority1,Building,Toxicology,1,False,1,6b6c9e,[1500; 0; 500; 0; 0; 5000; 15000; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[159],[],9,-1,0,掌柜,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[750; 750],10,[ResourceInfo{ResourceType: 5; ResourceCount: 100}],1000,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[2],True,True,True,False,False,False,False,1600,0,-50,[120],[125],-1,[],-1,[165],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
163,豢养室,Qualification,豢养着牲畜，野兽的秘密圈舍。每当毒师需要试验一样毒物的毒性之时，往往便要残忍地毒杀这里数以百计的生命。,"<color=#pinkyellow>建造在「幽室」旁边的扩展建筑，需与「兽群」相邻。
可提高此定居点影响范围内的人物在研习「毒术」时资质增长的几率。</color>",SectSpecial/3005_huanyangshi,Func_LiveSkill9,Building,Toxicology,1,False,1,6b6c9e,[2000; 0; 1000; 0; 0; 5000; 0; 1000],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[159; 10],[],9,-1,-1,,,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[750; 750],10,[ResourceInfo{ResourceType: 5; ResourceCount: 20}],500,False,True,0,-1,-1,-1,-1,9,False,False,-1,,False,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[195],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
164,无人居,Attainment,炼毒之术，工序复杂，耗时甚久。旁人极容易被炼毒过程中所生的毒气毒雾所伤，进而多生事端，因此非清静隐秘之处不能全身心的投入。,"<color=#pinkyellow>以「避人香」为心材，建造在「幽室」旁边的扩展建筑，需与「密林」相邻。
可增加此定居点影响范围内人物的「毒术」造诣。</color>",SectSpecial/3006_wurenju,Func_LiveSkill9,Building,Toxicology,1,False,1,6b6c9e,[5000; 0; 2500; 0; 0; 12500; 0; 5000],50,50,[0; 0; 0; 0; 0; 0; 0],190,[159; 13],[],9,-1,-1,,,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[750; 750],10,[ResourceInfo{ResourceType: 5; ResourceCount: 100}],2500,False,True,0,-1,-1,-1,9,-1,False,False,-1,,False,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[211],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
165,炼瘴池,Material,从有毒的瘴气中凝聚和提炼剧毒的毒池。毒池除了可以提供炼毒用的毒水，还可以用来培育那些容易受到毒质感染的花草蛇虫。,"<color=#pinkyellow>以「吞鬼化瘴炉」为心材，建造在「幽室」旁边的扩展建筑，需与「毒沼」相邻，需派遣村民经营。
可收获「毒术」用的阳性毒物。
可派遣大夫作为掌柜，带领门生研习「毒术」。</color>",SectSpecial/3007_lianzhangchi,Func_GetMoreItem,Building,Toxicology,1,False,1,6b6c9e,[10000; 0; 5000; 0; 0; 20000; 0; 7500],50,50,[0; 0; 0; 0; 0; 0; 0],191,[159; 6],[],9,-1,0,掌柜,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],10,[ResourceInfo{ResourceType: 5; ResourceCount: 100}],5000,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[2],True,True,True,False,True,True,False,1600,0,0,[121],[126],-1,[],-1,[241],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
166,废人窟,Material,聚集着流民和身染瘟疫之人的废墟，乃是毒物最理想的生息之地。废人窟暗无天日，尸骨横阵，臭不可闻，俨然人间地狱。,"<color=#pinkyellow>以「饲人笼」为心材，建造在「幽室」旁边的扩展建筑，需与「毒沼」相邻，需派遣村民经营。
可收获「毒术」用的阴性毒物。
可派遣大夫作为掌柜，带领门生研习「毒术」。</color>",SectSpecial/3008_feirenchi,Func_GetBetterItem,Building,Toxicology,1,False,1,6b6c9e,[10000; 0; 5000; 0; 0; 20000; 0; 7500],50,50,[0; 0; 0; 0; 0; 0; 0],192,[159; 6],[],9,-1,0,掌柜,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],10,[ResourceInfo{ResourceType: 5; ResourceCount: 100}],5000,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[2],True,True,True,False,True,True,False,1600,0,0,[122],[127],-1,[],-1,[242],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
167,血池,Make,血池者，乃注满三牲、四禽、八种野兽和活人鲜血的可怕石池。毒物往往一经血池浸染，立刻化为奇毒。,"<color=#pinkyellow>以「化血石」为心材，建造在「幽室」旁边的扩展建筑。
可使其相邻的「幽室」制造出品质更好的毒药。</color>",SectSpecial/3009_xuechi,Func_MakeBetterItem,Building,Toxicology,1,False,1,6b6c9e,[15000; 0; 10000; 0; 0; 55000; 0; 35000],50,50,[0; 0; 0; 0; 0; 0; 0],193,[159],[],9,-1,-1,,,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],10,[ResourceInfo{ResourceType: 5; ResourceCount: 200}],15000,False,True,0,-1,-1,-1,-1,-1,False,True,-1,,False,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,,,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
168,神龙柱,Make,以奇香的木材混合毒药而制成的一丈高的木柱。柱心中空，其中燃烧着玄龙骨，任何毒蛇异虫触之即被驯服。,"<color=#pinkyellow>以「奇香神龙木」为心材，建造在「幽室」旁边的扩展建筑，需与「玄蛇窟」相邻。
使用依赖的「幽室」进行制毒、代制时，可降低对「毒术」造诣的要求。</color>",SectSpecial/3010_shenlongzhu,Func_ReduceRequirement,Building,Toxicology,1,False,1,6b6c9e,[7500; 0; 2500; 0; 0; 25000; 25000; 15000],50,50,[0; 0; 0; 0; 0; 0; 0],194,[159; 16],[],9,-1,-1,,,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],10,[ResourceInfo{ResourceType: 5; ResourceCount: 100}],5000,False,True,0,-1,-1,-1,-1,-1,False,False,9,,False,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[221],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
